# PBI辐射计算结果 - CLI版本
# 生成时间: 2025-06-19 21:29:34.393265

# 输入参数:
# initial_energy: 3.0
# thickness: 0.0
# density: 1.947
# ionization_energy: 12.0
# g_factor: 0.17
# max_radius: 100.0
# save: True

# SRIM能量损失分析:
# 初始能量: 3.0
# 最终能量: 3.0
# 能量损失: 0.0
# 损失百分比: 0.0
# 密度修正因子: 1.298
# 修正后阻止本领: 6704.17

# 分析结果:
# PBI分子数密度: 3.806764e+00 分子/nm³
# 径迹中心温度: 3,350 K
# 总沉积能量: 1.671808e+00 keV

径向距离_nm	原始剂量_keV_nm3	归一化剂量_keV_nm3	温度_K	单原子能量_eV
2.575969e+00	8.835034e-03	6.023040e-03	5.100378e+02	6.446882e-02
2.583895e+00	8.781057e-03	5.986243e-03	5.069218e+02	6.407495e-02
2.591845e+00	8.727409e-03	5.949670e-03	5.038248e+02	6.368349e-02
2.599820e+00	8.674089e-03	5.913320e-03	5.007467e+02	6.329441e-02
2.607819e+00	8.621093e-03	5.877192e-03	4.976873e+02	6.290771e-02
2.615843e+00	8.568420e-03	5.841284e-03	4.946465e+02	6.252336e-02
2.623892e+00	8.516069e-03	5.805594e-03	4.916243e+02	6.214135e-02
2.631965e+00	8.464036e-03	5.770123e-03	4.886205e+02	6.176167e-02
2.640064e+00	8.412321e-03	5.734867e-03	4.856351e+02	6.138431e-02
2.648187e+00	8.360921e-03	5.699827e-03	4.826678e+02	6.100924e-02
2.656335e+00	8.309834e-03	5.665000e-03	4.797186e+02	6.063646e-02
2.664508e+00	8.259059e-03	5.630385e-03	4.767874e+02	6.026596e-02
2.672707e+00	8.208593e-03	5.595981e-03	4.738740e+02	5.989771e-02
2.680930e+00	8.158435e-03	5.561787e-03	4.709784e+02	5.953171e-02
2.689179e+00	8.108582e-03	5.527802e-03	4.681005e+02	5.916794e-02
2.697454e+00	8.059034e-03	5.494023e-03	4.652401e+02	5.880639e-02
2.705753e+00	8.009787e-03	5.460451e-03	4.623972e+02	5.844704e-02
2.714079e+00	7.960841e-03	5.427083e-03	4.595716e+02	5.808988e-02
2.722429e+00	7.912193e-03	5.393919e-03	4.567632e+02	5.773490e-02
2.730806e+00	7.863842e-03	5.360957e-03	4.539719e+02	5.738208e-02
2.739208e+00	7.815785e-03	5.328196e-03	4.511977e+02	5.703141e-02
2.747637e+00	7.768022e-03	5.295634e-03	4.484403e+02	5.668289e-02
2.756091e+00	7.720550e-03	5.263271e-03	4.456998e+02	5.633648e-02
2.764571e+00	7.673367e-03	5.231106e-03	4.429760e+02	5.599219e-02
2.773077e+00	7.626472e-03	5.199136e-03	4.402688e+02	5.565000e-02
2.781610e+00	7.579863e-03	5.167362e-03	4.375781e+02	5.530990e-02
2.790168e+00	7.533538e-03	5.135781e-03	4.349038e+02	5.497187e-02
2.798753e+00	7.487495e-03	5.104393e-03	4.322458e+02	5.463590e-02
2.807365e+00	7.441734e-03	5.073196e-03	4.296040e+02	5.430198e-02
2.816003e+00	7.396251e-03	5.042190e-03	4.269783e+02	5.397009e-02
2.824667e+00	7.351045e-03	5.011372e-03	4.243687e+02	5.364023e-02
2.833359e+00	7.306116e-03	4.980743e-03	4.217749e+02	5.331238e-02
2.842076e+00	7.261460e-03	4.950300e-03	4.191970e+02	5.298653e-02
2.850821e+00	7.217077e-03	4.920043e-03	4.166348e+02	5.266266e-02
2.859593e+00	7.172964e-03	4.889970e-03	4.140882e+02	5.234078e-02
2.868391e+00	7.129120e-03	4.860081e-03	4.115571e+02	5.202085e-02
2.877217e+00	7.085544e-03	4.830374e-03	4.090415e+02	5.170288e-02
2.886070e+00	7.042233e-03	4.800848e-03	4.065412e+02	5.138684e-02
2.894950e+00	6.999187e-03	4.771502e-03	4.040562e+02	5.107273e-02
2.903858e+00	6.956403e-03	4.742335e-03	4.015863e+02	5.076054e-02
2.912792e+00	6.913880e-03	4.713347e-03	3.991315e+02	5.045025e-02
2.921755e+00	6.871616e-03	4.684535e-03	3.966917e+02	5.014186e-02
2.930745e+00	6.829610e-03	4.655898e-03	3.942667e+02	4.983534e-02
2.939762e+00	6.787861e-03	4.627437e-03	3.918566e+02	4.953070e-02
2.948808e+00	6.746366e-03	4.599148e-03	3.894611e+02	4.922791e-02
2.957881e+00	6.705124e-03	4.571033e-03	3.870802e+02	4.892697e-02
2.966982e+00	6.664134e-03	4.543089e-03	3.847139e+02	4.862787e-02
2.976111e+00	6.623393e-03	4.515315e-03	3.823620e+02	4.833059e-02
2.985268e+00	6.582901e-03	4.487711e-03	3.800245e+02	4.803512e-02
2.994453e+00	6.542657e-03	4.460275e-03	3.777012e+02	4.774145e-02
3.003667e+00	6.502657e-03	4.433007e-03	3.753920e+02	4.744958e-02
3.012909e+00	6.462902e-03	4.405905e-03	3.730970e+02	4.715949e-02
3.022179e+00	6.423389e-03	4.378968e-03	3.708160e+02	4.687116e-02
3.031478e+00	6.384117e-03	4.352196e-03	3.685488e+02	4.658460e-02
3.040806e+00	6.345085e-03	4.325586e-03	3.662956e+02	4.629978e-02
3.050162e+00	6.306291e-03	4.299140e-03	3.640560e+02	4.601671e-02
3.059547e+00	6.267734e-03	4.272854e-03	3.618301e+02	4.573535e-02
3.068961e+00	6.229411e-03	4.246729e-03	3.596178e+02	4.545572e-02
3.078404e+00	6.191323e-03	4.220763e-03	3.574190e+02	4.517779e-02
3.087875e+00	6.153467e-03	4.194956e-03	3.552336e+02	4.490156e-02
3.097376e+00	6.115842e-03	4.169306e-03	3.530616e+02	4.462701e-02
3.106907e+00	6.078446e-03	4.143813e-03	3.509028e+02	4.435413e-02
3.116466e+00	6.041279e-03	4.118475e-03	3.487571e+02	4.408292e-02
3.126055e+00	6.004338e-03	4.093292e-03	3.466246e+02	4.381337e-02
3.135674e+00	5.967623e-03	4.068262e-03	3.445050e+02	4.354546e-02
3.145322e+00	5.931132e-03	4.043385e-03	3.423984e+02	4.327919e-02
3.155000e+00	5.894863e-03	4.018660e-03	3.403047e+02	4.301454e-02
3.164707e+00	5.858816e-03	3.994086e-03	3.382237e+02	4.275150e-02
3.174445e+00	5.822989e-03	3.969662e-03	3.361554e+02	4.249007e-02
3.184212e+00	5.787380e-03	3.945386e-03	3.340998e+02	4.223024e-02
3.194010e+00	5.751989e-03	3.921259e-03	3.320567e+02	4.197199e-02
3.203837e+00	5.716813e-03	3.897279e-03	3.300260e+02	4.171531e-02
3.213695e+00	5.681852e-03	3.873446e-03	3.280078e+02	4.146021e-02
3.223583e+00	5.647105e-03	3.849758e-03	3.260018e+02	4.120666e-02
3.233502e+00	5.612569e-03	3.826214e-03	3.240081e+02	4.095465e-02
3.243451e+00	5.578245e-03	3.802814e-03	3.220266e+02	4.070419e-02
3.253431e+00	5.544130e-03	3.779557e-03	3.200572e+02	4.045525e-02
3.263441e+00	5.510223e-03	3.756442e-03	3.180998e+02	4.020783e-02
3.273482e+00	5.476522e-03	3.733468e-03	3.161543e+02	3.996192e-02
3.283555e+00	5.443028e-03	3.710634e-03	3.142207e+02	3.971752e-02
3.293658e+00	5.409738e-03	3.687939e-03	3.122989e+02	3.947460e-02
3.303792e+00	5.376651e-03	3.665383e-03	3.103888e+02	3.923317e-02
3.313957e+00	5.343766e-03	3.642965e-03	3.084904e+02	3.899321e-02
3.324154e+00	5.311082e-03	3.620683e-03	3.066036e+02	3.875471e-02
3.334382e+00	5.278597e-03	3.598538e-03	3.047283e+02	3.851767e-02
3.344641e+00	5.246311e-03	3.576527e-03	3.028644e+02	3.828208e-02
3.354933e+00	5.214221e-03	3.554651e-03	3.010119e+02	3.804793e-02
3.365255e+00	5.182328e-03	3.532909e-03	2.991707e+02	3.781520e-02
3.375610e+00	5.150629e-03	3.511299e-03	2.973408e+02	3.758389e-02
3.385996e+00	5.119124e-03	3.489821e-03	2.955220e+02	3.735400e-02
3.396414e+00	5.087810e-03	3.468474e-03	2.937143e+02	3.712551e-02
3.406865e+00	5.056688e-03	3.447258e-03	2.919177e+02	3.689841e-02
3.417347e+00	5.025756e-03	3.426171e-03	2.901320e+02	3.667271e-02
3.427862e+00	4.995013e-03	3.405212e-03	2.883572e+02	3.644837e-02
3.438409e+00	4.964458e-03	3.384382e-03	2.865933e+02	3.622541e-02
3.448989e+00	4.934089e-03	3.363679e-03	2.848401e+02	3.600381e-02
3.459601e+00	4.903905e-03	3.343102e-03	2.830976e+02	3.578356e-02
3.470246e+00	4.873906e-03	3.322651e-03	2.813658e+02	3.556466e-02
3.480923e+00	4.844089e-03	3.302324e-03	2.796445e+02	3.534709e-02
3.491634e+00	4.814455e-03	3.282122e-03	2.779338e+02	3.513085e-02
3.502377e+00	4.785002e-03	3.262043e-03	2.762335e+02	3.491593e-02
3.513154e+00	4.755728e-03	3.242086e-03	2.745436e+02	3.470232e-02
3.523963e+00	4.726634e-03	3.222252e-03	2.728639e+02	3.449002e-02
3.534806e+00	4.697716e-03	3.202538e-03	2.711946e+02	3.427901e-02
3.545682e+00	4.668976e-03	3.182945e-03	2.695354e+02	3.406929e-02
3.556592e+00	4.640411e-03	3.163472e-03	2.678864e+02	3.386086e-02
3.567535e+00	4.612020e-03	3.144117e-03	2.662474e+02	3.365369e-02
3.578512e+00	4.583803e-03	3.124881e-03	2.646184e+02	3.344779e-02
3.589523e+00	4.555757e-03	3.105762e-03	2.629994e+02	3.324314e-02
3.600567e+00	4.527883e-03	3.086759e-03	2.613903e+02	3.303975e-02
3.611646e+00	4.500180e-03	3.067873e-03	2.597910e+02	3.283760e-02
3.622758e+00	4.472645e-03	3.049102e-03	2.582014e+02	3.263668e-02
3.633905e+00	4.445279e-03	3.030446e-03	2.566216e+02	3.243699e-02
3.645086e+00	4.418079e-03	3.011904e-03	2.550514e+02	3.223851e-02
3.656302e+00	4.391046e-03	2.993474e-03	2.534908e+02	3.204125e-02
3.667552e+00	4.364178e-03	2.975158e-03	2.519397e+02	3.184520e-02
3.678836e+00	4.337474e-03	2.956953e-03	2.503981e+02	3.165034e-02
3.690156e+00	4.310933e-03	2.938859e-03	2.488659e+02	3.145667e-02
3.701510e+00	4.284554e-03	2.920876e-03	2.473431e+02	3.126418e-02
3.712899e+00	4.258336e-03	2.903003e-03	2.458296e+02	3.107287e-02
3.724323e+00	4.232278e-03	2.885238e-03	2.443253e+02	3.088273e-02
3.735783e+00	4.206379e-03	2.867583e-03	2.428302e+02	3.069375e-02
3.747277e+00	4.180639e-03	2.850035e-03	2.413442e+02	3.050592e-02
3.758807e+00	4.155055e-03	2.832594e-03	2.398673e+02	3.031924e-02
3.770372e+00	4.129628e-03	2.815260e-03	2.383994e+02	3.013370e-02
3.781973e+00	4.104356e-03	2.798031e-03	2.369405e+02	2.994929e-02
3.793610e+00	4.079239e-03	2.780908e-03	2.354905e+02	2.976601e-02
3.805283e+00	4.054275e-03	2.763890e-03	2.340493e+02	2.958385e-02
3.816991e+00	4.029463e-03	2.746975e-03	2.326170e+02	2.940280e-02
3.828736e+00	4.004803e-03	2.730164e-03	2.311934e+02	2.922286e-02
3.840516e+00	3.980293e-03	2.713455e-03	2.297784e+02	2.904401e-02
3.852333e+00	3.955934e-03	2.696848e-03	2.283722e+02	2.886626e-02
3.864186e+00	3.931723e-03	2.680343e-03	2.269745e+02	2.868959e-02
3.876076e+00	3.907659e-03	2.663939e-03	2.255854e+02	2.851400e-02
3.888002e+00	3.883743e-03	2.647635e-03	2.242047e+02	2.833949e-02
3.899965e+00	3.859973e-03	2.631430e-03	2.228325e+02	2.816604e-02
3.911965e+00	3.836348e-03	2.615324e-03	2.214686e+02	2.799365e-02
3.924001e+00	3.812867e-03	2.599317e-03	2.201131e+02	2.782231e-02
3.936075e+00	3.789530e-03	2.583408e-03	2.187659e+02	2.765202e-02
3.948186e+00	3.766336e-03	2.567595e-03	2.174269e+02	2.748277e-02
3.960334e+00	3.743283e-03	2.551879e-03	2.160960e+02	2.731455e-02
3.972520e+00	3.720370e-03	2.536260e-03	2.147733e+02	2.714737e-02
3.984743e+00	3.697598e-03	2.520735e-03	2.134587e+02	2.698120e-02
3.997003e+00	3.674965e-03	2.505306e-03	2.121521e+02	2.681605e-02
4.009301e+00	3.652470e-03	2.489971e-03	2.108535e+02	2.665190e-02
4.021638e+00	3.630113e-03	2.474729e-03	2.095629e+02	2.648876e-02
4.034012e+00	3.607892e-03	2.459581e-03	2.082801e+02	2.632662e-02
4.046424e+00	3.585807e-03	2.444525e-03	2.070051e+02	2.616546e-02
4.058874e+00	3.563857e-03	2.429561e-03	2.057380e+02	2.600529e-02
4.071363e+00	3.542040e-03	2.414688e-03	2.044785e+02	2.584610e-02
4.083890e+00	3.520358e-03	2.399907e-03	2.032268e+02	2.568788e-02
4.096456e+00	3.498807e-03	2.385215e-03	2.019827e+02	2.553063e-02
4.109060e+00	3.477389e-03	2.370614e-03	2.007462e+02	2.537434e-02
4.121703e+00	3.456101e-03	2.356101e-03	1.995173e+02	2.521900e-02
4.134385e+00	3.434943e-03	2.341677e-03	1.982959e+02	2.506461e-02
4.147106e+00	3.413914e-03	2.327342e-03	1.970819e+02	2.491117e-02
4.159866e+00	3.393014e-03	2.313094e-03	1.958754e+02	2.475866e-02
4.172666e+00	3.372242e-03	2.298933e-03	1.946762e+02	2.460709e-02
4.185505e+00	3.351596e-03	2.284858e-03	1.934844e+02	2.445644e-02
4.198383e+00	3.331077e-03	2.270870e-03	1.922998e+02	2.430671e-02
4.211301e+00	3.310683e-03	2.256967e-03	1.911225e+02	2.415790e-02
4.224259e+00	3.290414e-03	2.243149e-03	1.899524e+02	2.400999e-02
4.237256e+00	3.270268e-03	2.229415e-03	1.887894e+02	2.386299e-02
4.250294e+00	3.250246e-03	2.215765e-03	1.876335e+02	2.371689e-02
4.263371e+00	3.230346e-03	2.202199e-03	1.864847e+02	2.357168e-02
4.276489e+00	3.210567e-03	2.188715e-03	1.853429e+02	2.342736e-02
4.289648e+00	3.190910e-03	2.175314e-03	1.842081e+02	2.328392e-02
4.302846e+00	3.171372e-03	2.161995e-03	1.830802e+02	2.314135e-02
4.316086e+00	3.151954e-03	2.148758e-03	1.819592e+02	2.299966e-02
4.329366e+00	3.132654e-03	2.135601e-03	1.808451e+02	2.285883e-02
4.342687e+00	3.113473e-03	2.122524e-03	1.797377e+02	2.271886e-02
4.356049e+00	3.094409e-03	2.109528e-03	1.786372e+02	2.257975e-02
4.369452e+00	3.075461e-03	2.096610e-03	1.775433e+02	2.244149e-02
4.382896e+00	3.056629e-03	2.083772e-03	1.764562e+02	2.230407e-02
4.396382e+00	3.037912e-03	2.071012e-03	1.753757e+02	2.216750e-02
4.409909e+00	3.019309e-03	2.058331e-03	1.743018e+02	2.203176e-02
4.423478e+00	3.000820e-03	2.045726e-03	1.732344e+02	2.189684e-02
4.437088e+00	2.982444e-03	2.033199e-03	1.721736e+02	2.176276e-02
4.450741e+00	2.964181e-03	2.020748e-03	1.711193e+02	2.162949e-02
4.464435e+00	2.946029e-03	2.008374e-03	1.700714e+02	2.149703e-02
4.478172e+00	2.927988e-03	1.996075e-03	1.690299e+02	2.136539e-02
4.491950e+00	2.910057e-03	1.983851e-03	1.679947e+02	2.123455e-02
4.505772e+00	2.892236e-03	1.971702e-03	1.669659e+02	2.110451e-02
4.519635e+00	2.874524e-03	1.959627e-03	1.659434e+02	2.097526e-02
4.533542e+00	2.856920e-03	1.947626e-03	1.649272e+02	2.084681e-02
4.547491e+00	2.839423e-03	1.935698e-03	1.639171e+02	2.071913e-02
4.561483e+00	2.822034e-03	1.923843e-03	1.629132e+02	2.059224e-02
4.575518e+00	2.804750e-03	1.912061e-03	1.619155e+02	2.046613e-02
4.589597e+00	2.787573e-03	1.900351e-03	1.609238e+02	2.034079e-02
4.603718e+00	2.770500e-03	1.888712e-03	1.599383e+02	2.021621e-02
4.617883e+00	2.753532e-03	1.877144e-03	1.589587e+02	2.009239e-02
4.632092e+00	2.736667e-03	1.865647e-03	1.579851e+02	1.996933e-02
4.646345e+00	2.719906e-03	1.854221e-03	1.570175e+02	1.984702e-02
4.660641e+00	2.703247e-03	1.842864e-03	1.560558e+02	1.972546e-02
4.674981e+00	2.686690e-03	1.831577e-03	1.551000e+02	1.960465e-02
4.689365e+00	2.670234e-03	1.820358e-03	1.541500e+02	1.948457e-02
4.703794e+00	2.653879e-03	1.809208e-03	1.532058e+02	1.936523e-02
4.718267e+00	2.637623e-03	1.798127e-03	1.522674e+02	1.924661e-02
4.732785e+00	2.621467e-03	1.787113e-03	1.513347e+02	1.912872e-02
4.747347e+00	2.605410e-03	1.776166e-03	1.504078e+02	1.901155e-02
4.761954e+00	2.589451e-03	1.765286e-03	1.494865e+02	1.889510e-02
4.776606e+00	2.573589e-03	1.754473e-03	1.485708e+02	1.877936e-02
4.791303e+00	2.557825e-03	1.743726e-03	1.476607e+02	1.866432e-02
4.806045e+00	2.542156e-03	1.733045e-03	1.467562e+02	1.854999e-02
4.820833e+00	2.526584e-03	1.722429e-03	1.458572e+02	1.843636e-02
4.835666e+00	2.511107e-03	1.711878e-03	1.449637e+02	1.832343e-02
4.850545e+00	2.495724e-03	1.701391e-03	1.440757e+02	1.821118e-02
4.865469e+00	2.480436e-03	1.690968e-03	1.431931e+02	1.809962e-02
4.880440e+00	2.465241e-03	1.680610e-03	1.423159e+02	1.798874e-02
4.895456e+00	2.450138e-03	1.670314e-03	1.414441e+02	1.787854e-02
4.910519e+00	2.435129e-03	1.660082e-03	1.405776e+02	1.776902e-02
4.925628e+00	2.420210e-03	1.649912e-03	1.397164e+02	1.766016e-02
4.940784e+00	2.405384e-03	1.639804e-03	1.388604e+02	1.755197e-02
4.955986e+00	2.390647e-03	1.629758e-03	1.380097e+02	1.744444e-02
4.971235e+00	2.376001e-03	1.619773e-03	1.371642e+02	1.733757e-02
4.986531e+00	2.361445e-03	1.609850e-03	1.363239e+02	1.723135e-02
5.001874e+00	2.346977e-03	1.599987e-03	1.354887e+02	1.712578e-02
5.017264e+00	2.332598e-03	1.590184e-03	1.346586e+02	1.702086e-02
5.032702e+00	2.318307e-03	1.580441e-03	1.338336e+02	1.691657e-02
5.048187e+00	2.304103e-03	1.570758e-03	1.330136e+02	1.681293e-02
5.063720e+00	2.289986e-03	1.561135e-03	1.321986e+02	1.670992e-02
5.079300e+00	2.275955e-03	1.551570e-03	1.313887e+02	1.660754e-02
5.094928e+00	2.262010e-03	1.542063e-03	1.305836e+02	1.650578e-02
5.110605e+00	2.248151e-03	1.532615e-03	1.297835e+02	1.640465e-02
5.126330e+00	2.234376e-03	1.523224e-03	1.289883e+02	1.630413e-02
5.142103e+00	2.220685e-03	1.513891e-03	1.281980e+02	1.620423e-02
5.157925e+00	2.207078e-03	1.504615e-03	1.274125e+02	1.610495e-02
5.173795e+00	2.193555e-03	1.495395e-03	1.266318e+02	1.600626e-02
5.189714e+00	2.180114e-03	1.486232e-03	1.258558e+02	1.590819e-02
5.205682e+00	2.166755e-03	1.477125e-03	1.250846e+02	1.581071e-02
5.221699e+00	2.153478e-03	1.468074e-03	1.243182e+02	1.571382e-02
5.237766e+00	2.140282e-03	1.459078e-03	1.235564e+02	1.561753e-02
5.253882e+00	2.127167e-03	1.450137e-03	1.227992e+02	1.552183e-02
5.270048e+00	2.114132e-03	1.441251e-03	1.220467e+02	1.542672e-02
5.286263e+00	2.101176e-03	1.432419e-03	1.212989e+02	1.533218e-02
5.302528e+00	2.088300e-03	1.423641e-03	1.205555e+02	1.523823e-02
5.318843e+00	2.075503e-03	1.414917e-03	1.198168e+02	1.514485e-02
5.335209e+00	2.062784e-03	1.406246e-03	1.190825e+02	1.505204e-02
5.351625e+00	2.050143e-03	1.397628e-03	1.183527e+02	1.495979e-02
5.368091e+00	2.037579e-03	1.389063e-03	1.176274e+02	1.486811e-02
5.384608e+00	2.025091e-03	1.380550e-03	1.169065e+02	1.477700e-02
5.401176e+00	2.012681e-03	1.372089e-03	1.161901e+02	1.468644e-02
5.417795e+00	2.000346e-03	1.363681e-03	1.154780e+02	1.459643e-02
5.434465e+00	1.988086e-03	1.355323e-03	1.147703e+02	1.450697e-02
5.451186e+00	1.975902e-03	1.347017e-03	1.140669e+02	1.441806e-02
5.467959e+00	1.963792e-03	1.338761e-03	1.133678e+02	1.432970e-02
5.484783e+00	1.951756e-03	1.330556e-03	1.126730e+02	1.424187e-02
5.501659e+00	1.939794e-03	1.322401e-03	1.119824e+02	1.415459e-02
5.518587e+00	1.927905e-03	1.314296e-03	1.112961e+02	1.406783e-02
5.535567e+00	1.916089e-03	1.306241e-03	1.106139e+02	1.398161e-02
5.552599e+00	1.904345e-03	1.298234e-03	1.099360e+02	1.389591e-02
5.569684e+00	1.892672e-03	1.290277e-03	1.092621e+02	1.381074e-02
5.586821e+00	1.881072e-03	1.282369e-03	1.085924e+02	1.372609e-02
5.604011e+00	1.869542e-03	1.274508e-03	1.079268e+02	1.364196e-02
5.621254e+00	1.858082e-03	1.266696e-03	1.072653e+02	1.355834e-02
5.638550e+00	1.846693e-03	1.258932e-03	1.066078e+02	1.347523e-02
5.655899e+00	1.835374e-03	1.251215e-03	1.059543e+02	1.339263e-02
5.673302e+00	1.824123e-03	1.243546e-03	1.053049e+02	1.331054e-02
5.690758e+00	1.812942e-03	1.235923e-03	1.046594e+02	1.322895e-02
5.708268e+00	1.801829e-03	1.228347e-03	1.040178e+02	1.314786e-02
5.725831e+00	1.790784e-03	1.220817e-03	1.033802e+02	1.306726e-02
5.743449e+00	1.779806e-03	1.213334e-03	1.027465e+02	1.298716e-02
5.761121e+00	1.768896e-03	1.205896e-03	1.021166e+02	1.290755e-02
5.778847e+00	1.758052e-03	1.198503e-03	1.014906e+02	1.282842e-02
5.796628e+00	1.747275e-03	1.191156e-03	1.008685e+02	1.274978e-02
5.814464e+00	1.736563e-03	1.183854e-03	1.002501e+02	1.267162e-02
5.832354e+00	1.725917e-03	1.176597e-03	9.963553e+01	1.259394e-02
5.850300e+00	1.715337e-03	1.169383e-03	9.902471e+01	1.251673e-02
5.868300e+00	1.704821e-03	1.162214e-03	9.841764e+01	1.244000e-02
5.886357e+00	1.694369e-03	1.155089e-03	9.781427e+01	1.236373e-02
5.904468e+00	1.683981e-03	1.148008e-03	9.721460e+01	1.228793e-02
5.922636e+00	1.673657e-03	1.140970e-03	9.661860e+01	1.221260e-02
5.940859e+00	1.663396e-03	1.133974e-03	9.602624e+01	1.213772e-02
5.959138e+00	1.653198e-03	1.127022e-03	9.543751e+01	1.206331e-02
5.977474e+00	1.643062e-03	1.120112e-03	9.485238e+01	1.198935e-02
5.995866e+00	1.632988e-03	1.113245e-03	9.427082e+01	1.191584e-02
6.014314e+00	1.622976e-03	1.106419e-03	9.369283e+01	1.184278e-02
6.032820e+00	1.613025e-03	1.099635e-03	9.311838e+01	1.177017e-02
6.051382e+00	1.603135e-03	1.092893e-03	9.254744e+01	1.169800e-02
6.070001e+00	1.593306e-03	1.086192e-03	9.197999e+01	1.162628e-02
6.088678e+00	1.583536e-03	1.079532e-03	9.141601e+01	1.155499e-02
6.107412e+00	1.573827e-03	1.072913e-03	9.085549e+01	1.148414e-02
6.126204e+00	1.564177e-03	1.066334e-03	9.029839e+01	1.141372e-02
6.145054e+00	1.554586e-03	1.059796e-03	8.974471e+01	1.134374e-02
6.163961e+00	1.545053e-03	1.053297e-03	8.919441e+01	1.127418e-02
6.182927e+00	1.535579e-03	1.046839e-03	8.864748e+01	1.120505e-02
6.201951e+00	1.526163e-03	1.040419e-03	8.810389e+01	1.113634e-02
6.221034e+00	1.516804e-03	1.034039e-03	8.756363e+01	1.106805e-02
6.240175e+00	1.507503e-03	1.027699e-03	8.702668e+01	1.100018e-02
6.259376e+00	1.498259e-03	1.021397e-03	8.649302e+01	1.093272e-02
6.278635e+00	1.489071e-03	1.015133e-03	8.596262e+01	1.086568e-02
6.297954e+00	1.479940e-03	1.008908e-03	8.543546e+01	1.079905e-02
6.317332e+00	1.470864e-03	1.002721e-03	8.491153e+01	1.073282e-02
6.336770e+00	1.461844e-03	9.965716e-04	8.439081e+01	1.066700e-02
6.356267e+00	1.452879e-03	9.904600e-04	8.387327e+01	1.060159e-02
6.375825e+00	1.443969e-03	9.843858e-04	8.335891e+01	1.053657e-02
6.395442e+00	1.435113e-03	9.783488e-04	8.284769e+01	1.047195e-02
6.415120e+00	1.426312e-03	9.723487e-04	8.233959e+01	1.040773e-02
6.434859e+00	1.417564e-03	9.663854e-04	8.183461e+01	1.034390e-02
6.454658e+00	1.408871e-03	9.604586e-04	8.133272e+01	1.028046e-02
6.474518e+00	1.400230e-03	9.545680e-04	8.083390e+01	1.021741e-02
6.494440e+00	1.391642e-03	9.487135e-04	8.033813e+01	1.015475e-02
6.514422e+00	1.383107e-03	9.428948e-04	7.984540e+01	1.009246e-02
6.534467e+00	1.374624e-03	9.371117e-04	7.935568e+01	1.003056e-02
6.554572e+00	1.366193e-03	9.313640e-04	7.886896e+01	9.969042e-03
6.574740e+00	1.357813e-03	9.256515e-04	7.838522e+01	9.907897e-03
6.594970e+00	1.349485e-03	9.199740e-04	7.790444e+01	9.847126e-03
6.615262e+00	1.341208e-03	9.143312e-04	7.742660e+01	9.786727e-03
6.635616e+00	1.332981e-03	9.087229e-04	7.695169e+01	9.726698e-03
6.656033e+00	1.324805e-03	9.031490e-04	7.647968e+01	9.667037e-03
6.676513e+00	1.316678e-03	8.976092e-04	7.601056e+01	9.607740e-03
6.697056e+00	1.308602e-03	8.921033e-04	7.554431e+01	9.548807e-03
6.717662e+00	1.300575e-03	8.866311e-04	7.508092e+01	9.490234e-03
6.738331e+00	1.292597e-03	8.811923e-04	7.462037e+01	9.432020e-03
6.759065e+00	1.284668e-03	8.757869e-04	7.416263e+01	9.374162e-03
6.779861e+00	1.276788e-03	8.704146e-04	7.370769e+01	9.316658e-03
6.800722e+00	1.268955e-03	8.650752e-04	7.325554e+01	9.259506e-03
6.821647e+00	1.261171e-03	8.597684e-04	7.280616e+01	9.202704e-03
6.842637e+00	1.253434e-03	8.544941e-04	7.235953e+01	9.146250e-03
6.863691e+00	1.245745e-03	8.492521e-04	7.191563e+01	9.090141e-03
6.884809e+00	1.238103e-03	8.440422e-04	7.147445e+01	9.034376e-03
6.905993e+00	1.230507e-03	8.388642e-04	7.103597e+01	8.978952e-03
6.927242e+00	1.222958e-03	8.337179e-04	7.060018e+01	8.923867e-03
6.948557e+00	1.215455e-03	8.286031e-04	7.016705e+01	8.869120e-03
6.969936e+00	1.207998e-03	8.235196e-04	6.973657e+01	8.814707e-03
6.991382e+00	1.200587e-03	8.184672e-04	6.930873e+01	8.760628e-03
7.012894e+00	1.193221e-03	8.134458e-04	6.888351e+01	8.706880e-03
7.034472e+00	1.185901e-03	8.084551e-04	6.846089e+01	8.653461e-03
7.056116e+00	1.178625e-03	8.034949e-04	6.804086e+01	8.600369e-03
7.077827e+00	1.171393e-03	7.985651e-04	6.762340e+01	8.547602e-03
7.099605e+00	1.164206e-03	7.936655e-04	6.720849e+01	8.495158e-03
7.121449e+00	1.157063e-03	7.887959e-04	6.679613e+01	8.443035e-03
7.143361e+00	1.149964e-03	7.839561e-04	6.638629e+01	8.391232e-03
7.165340e+00	1.142908e-03	7.791459e-04	6.597896e+01	8.339745e-03
7.187387e+00	1.135895e-03	7.743652e-04	6.557412e+01	8.288574e-03
7.209502e+00	1.128925e-03	7.696138e-04	6.517176e+01	8.237716e-03
7.231685e+00	1.121998e-03	7.648914e-04	6.477187e+01	8.187169e-03
7.253936e+00	1.115114e-03	7.601979e-04	6.437442e+01	8.136932e-03
7.276255e+00	1.108271e-03	7.555332e-04	6.397941e+01	8.087002e-03
7.298644e+00	1.101471e-03	7.508971e-04	6.358682e+01	8.037378e-03
7.321101e+00	1.094712e-03	7.462893e-04	6.319663e+01	7.988058e-03
