# PBI辐射计算结果 - CLI版本
# 生成时间: 2025-06-19 21:29:34.393265

# 输入参数:
# initial_energy: 3.0
# thickness: 0.0
# density: 1.947
# ionization_energy: 12.0
# g_factor: 0.17
# max_radius: 100.0
# save: True

# SRIM能量损失分析:
# 初始能量: 3.0
# 最终能量: 3.0
# 能量损失: 0.0
# 损失百分比: 0.0
# 密度修正因子: 1.298
# 修正后阻止本领: 6704.17

# 分析结果:
# PBI分子数密度: 3.806764e+00 分子/nm³
# 径迹中心温度: 3,350 K
# 总沉积能量: 1.671808e+00 keV

径向距离_nm	原始剂量_keV_nm3	归一化剂量_keV_nm3	温度_K	单原子能量_eV
7.343627e+00	1.087994e-03	7.417098e-04	6.280882e+01	7.939040e-03
7.366222e+00	1.081317e-03	7.371583e-04	6.242340e+01	7.890322e-03
7.388887e+00	1.074682e-03	7.326346e-04	6.204033e+01	7.841902e-03
7.411622e+00	1.068087e-03	7.281387e-04	6.165961e+01	7.793779e-03
7.434427e+00	1.061532e-03	7.236703e-04	6.128122e+01	7.745950e-03
7.457302e+00	1.055018e-03	7.192292e-04	6.090514e+01	7.698415e-03
7.480247e+00	1.048543e-03	7.148154e-04	6.053137e+01	7.651170e-03
7.503263e+00	1.042108e-03	7.104285e-04	6.015989e+01	7.604215e-03
7.526350e+00	1.035713e-03	7.060686e-04	5.979068e+01	7.557547e-03
7.549507e+00	1.029356e-03	7.017353e-04	5.942374e+01	7.511165e-03
7.572736e+00	1.023039e-03	6.974285e-04	5.905904e+01	7.465067e-03
7.596037e+00	1.016760e-03	6.931482e-04	5.869657e+01	7.419251e-03
7.619409e+00	1.010520e-03	6.888940e-04	5.833633e+01	7.373716e-03
7.642853e+00	1.004318e-03	6.846659e-04	5.797829e+01	7.328459e-03
7.666369e+00	9.981537e-04	6.804637e-04	5.762244e+01	7.283480e-03
7.689958e+00	9.920274e-04	6.762872e-04	5.726877e+01	7.238776e-03
7.713619e+00	9.859385e-04	6.721363e-04	5.691727e+01	7.194346e-03
7.737353e+00	9.798870e-04	6.680108e-04	5.656792e+01	7.150188e-03
7.761160e+00	9.738725e-04	6.639106e-04	5.622070e+01	7.106301e-03
7.785040e+00	9.678948e-04	6.598355e-04	5.587562e+01	7.062682e-03
7.808994e+00	9.619537e-04	6.557854e-04	5.553265e+01	7.019331e-03
7.833021e+00	9.560491e-04	6.517600e-04	5.519178e+01	6.976245e-03
7.857122e+00	9.501806e-04	6.477593e-04	5.485299e+01	6.933422e-03
7.881298e+00	9.443480e-04	6.437831e-04	5.451629e+01	6.890862e-03
7.905548e+00	9.385511e-04	6.398313e-04	5.418164e+01	6.848563e-03
7.929872e+00	9.327898e-04	6.359037e-04	5.384904e+01	6.806523e-03
7.954271e+00	9.270637e-04	6.320001e-04	5.351848e+01	6.764740e-03
7.978746e+00	9.213727e-04	6.281204e-04	5.318995e+01	6.723213e-03
8.003295e+00	9.157166e-04	6.242645e-04	5.286342e+01	6.681941e-03
8.027921e+00	9.100951e-04	6.204322e-04	5.253890e+01	6.640921e-03
8.052622e+00	9.045081e-04	6.166234e-04	5.221637e+01	6.600152e-03
8.077399e+00	8.989552e-04	6.128379e-04	5.189581e+01	6.559633e-03
8.102252e+00	8.934364e-04	6.090756e-04	5.157721e+01	6.519363e-03
8.127182e+00	8.879514e-04	6.053363e-04	5.126056e+01	6.479339e-03
8.152188e+00	8.824999e-04	6.016199e-04	5.094586e+01	6.439560e-03
8.177271e+00	8.770819e-04	5.979263e-04	5.063308e+01	6.400025e-03
8.202432e+00	8.716970e-04	5.942554e-04	5.032222e+01	6.360732e-03
8.227670e+00	8.663452e-04	5.906069e-04	5.001326e+01	6.321679e-03
8.252985e+00	8.610261e-04	5.869807e-04	4.970619e+01	6.282866e-03
8.278379e+00	8.557396e-04	5.833768e-04	4.940101e+01	6.244291e-03
8.303850e+00	8.504854e-04	5.797949e-04	4.909769e+01	6.205952e-03
8.329400e+00	8.452635e-04	5.762350e-04	4.879623e+01	6.167847e-03
8.355029e+00	8.400735e-04	5.726969e-04	4.849662e+01	6.129977e-03
8.380737e+00	8.349154e-04	5.691805e-04	4.819885e+01	6.092338e-03
8.406523e+00	8.297888e-04	5.656856e-04	4.790290e+01	6.054929e-03
8.432389e+00	8.246936e-04	5.622121e-04	4.760876e+01	6.017750e-03
8.458335e+00	8.196297e-04	5.587599e-04	4.731642e+01	5.980799e-03
8.484360e+00	8.145968e-04	5.553288e-04	4.702587e+01	5.944074e-03
8.510465e+00	8.095947e-04	5.519188e-04	4.673711e+01	5.907574e-03
8.536651e+00	8.046232e-04	5.485296e-04	4.645011e+01	5.871297e-03
8.562917e+00	7.996822e-04	5.451613e-04	4.616487e+01	5.835243e-03
8.589264e+00	7.947715e-04	5.418135e-04	4.588138e+01	5.799410e-03
8.615693e+00	7.898909e-04	5.384863e-04	4.559963e+01	5.763796e-03
8.642202e+00	7.850401e-04	5.351794e-04	4.531960e+01	5.728400e-03
8.668793e+00	7.802191e-04	5.318928e-04	4.504128e+01	5.693222e-03
8.695466e+00	7.754276e-04	5.286263e-04	4.476468e+01	5.658258e-03
8.722221e+00	7.706655e-04	5.253799e-04	4.448976e+01	5.623509e-03
8.749058e+00	7.659325e-04	5.221533e-04	4.421653e+01	5.588973e-03
8.775978e+00	7.612285e-04	5.189465e-04	4.394498e+01	5.554648e-03
8.802981e+00	7.565534e-04	5.157594e-04	4.367509e+01	5.520534e-03
8.830067e+00	7.519069e-04	5.125917e-04	4.340685e+01	5.486629e-03
8.857236e+00	7.472889e-04	5.094435e-04	4.314026e+01	5.452931e-03
8.884488e+00	7.426991e-04	5.063146e-04	4.287529e+01	5.419440e-03
8.911825e+00	7.381375e-04	5.032048e-04	4.261196e+01	5.386154e-03
8.939246e+00	7.336038e-04	5.001141e-04	4.235023e+01	5.353072e-03
8.966751e+00	7.290980e-04	4.970424e-04	4.209011e+01	5.320193e-03
8.994340e+00	7.246197e-04	4.939894e-04	4.183159e+01	5.287515e-03
9.022015e+00	7.201688e-04	4.909552e-04	4.157464e+01	5.255038e-03
9.049775e+00	7.157453e-04	4.879396e-04	4.131927e+01	5.222759e-03
9.077620e+00	7.113488e-04	4.849424e-04	4.106547e+01	5.190678e-03
9.105550e+00	7.069793e-04	4.819636e-04	4.081322e+01	5.158794e-03
9.133567e+00	7.026365e-04	4.790030e-04	4.056252e+01	5.127105e-03
9.161670e+00	6.983204e-04	4.760606e-04	4.031335e+01	5.095611e-03
9.189860e+00	6.940307e-04	4.731362e-04	4.006571e+01	5.064309e-03
9.218136e+00	6.897673e-04	4.702298e-04	3.981959e+01	5.033199e-03
9.246499e+00	6.855300e-04	4.673411e-04	3.957498e+01	5.002280e-03
9.274949e+00	6.813187e-04	4.644702e-04	3.933186e+01	4.971550e-03
9.303487e+00	6.771332e-04	4.616168e-04	3.909024e+01	4.941009e-03
9.332113e+00	6.729733e-04	4.587810e-04	3.885009e+01	4.910654e-03
9.360827e+00	6.688389e-04	4.559625e-04	3.861142e+01	4.880486e-03
9.389629e+00	6.647299e-04	4.531612e-04	3.837421e+01	4.850502e-03
9.418520e+00	6.606461e-04	4.503772e-04	3.813845e+01	4.820703e-03
9.447500e+00	6.565872e-04	4.476102e-04	3.790414e+01	4.791086e-03
9.476568e+00	6.525533e-04	4.448602e-04	3.767126e+01	4.761650e-03
9.505727e+00	6.485440e-04	4.421270e-04	3.743981e+01	4.732395e-03
9.534975e+00	6.445594e-04	4.394105e-04	3.720978e+01	4.703319e-03
9.564313e+00	6.405991e-04	4.367108e-04	3.698116e+01	4.674421e-03
9.593741e+00	6.366632e-04	4.340275e-04	3.675394e+01	4.645701e-03
9.623260e+00	6.327513e-04	4.313607e-04	3.652811e+01	4.617156e-03
9.652870e+00	6.288634e-04	4.287103e-04	3.630367e+01	4.588787e-03
9.682570e+00	6.249994e-04	4.260761e-04	3.608060e+01	4.560591e-03
9.712362e+00	6.211590e-04	4.234580e-04	3.585890e+01	4.532568e-03
9.742246e+00	6.173422e-04	4.208560e-04	3.563856e+01	4.504717e-03
9.772222e+00	6.135488e-04	4.182699e-04	3.541957e+01	4.477036e-03
9.802290e+00	6.097786e-04	4.156997e-04	3.520192e+01	4.449525e-03
9.832451e+00	6.060315e-04	4.131452e-04	3.498561e+01	4.422183e-03
9.862704e+00	6.023074e-04	4.106064e-04	3.477062e+01	4.395008e-03
9.893050e+00	5.986061e-04	4.080832e-04	3.455695e+01	4.368000e-03
9.923490e+00	5.949275e-04	4.055754e-04	3.434458e+01	4.341158e-03
9.954024e+00	5.912715e-04	4.030830e-04	3.413352e+01	4.314480e-03
9.984651e+00	5.876378e-04	4.006058e-04	3.392376e+01	4.287965e-03
1.001537e+01	5.840264e-04	3.981439e-04	3.371528e+01	4.261613e-03
1.004619e+01	5.804372e-04	3.956970e-04	3.350807e+01	4.235423e-03
1.007710e+01	5.768700e-04	3.932652e-04	3.330214e+01	4.209393e-03
1.010811e+01	5.733246e-04	3.908482e-04	3.309747e+01	4.183522e-03
1.013921e+01	5.698010e-04	3.884461e-04	3.289405e+01	4.157811e-03
1.017040e+01	5.662989e-04	3.860587e-04	3.269188e+01	4.132256e-03
1.020170e+01	5.628184e-04	3.836859e-04	3.249095e+01	4.106859e-03
1.023309e+01	5.593591e-04	3.813276e-04	3.229126e+01	4.081617e-03
1.026457e+01	5.559211e-04	3.789839e-04	3.209278e+01	4.056530e-03
1.029616e+01	5.525042e-04	3.766544e-04	3.189552e+01	4.031597e-03
1.032784e+01	5.491082e-04	3.743393e-04	3.169948e+01	4.006816e-03
1.035961e+01	5.457330e-04	3.720384e-04	3.150463e+01	3.982187e-03
1.039149e+01	5.423785e-04	3.697515e-04	3.131098e+01	3.957710e-03
1.042346e+01	5.390445e-04	3.674787e-04	3.111851e+01	3.933382e-03
1.045553e+01	5.357310e-04	3.652198e-04	3.092723e+01	3.909204e-03
1.048770e+01	5.324379e-04	3.629748e-04	3.073712e+01	3.885174e-03
1.051997e+01	5.291649e-04	3.607435e-04	3.054817e+01	3.861291e-03
1.055234e+01	5.259119e-04	3.585259e-04	3.036038e+01	3.837554e-03
1.058481e+01	5.226790e-04	3.563219e-04	3.017374e+01	3.813963e-03
1.061738e+01	5.194658e-04	3.541314e-04	2.998825e+01	3.790517e-03
1.065005e+01	5.162723e-04	3.519544e-04	2.980390e+01	3.767215e-03
1.068282e+01	5.130984e-04	3.497907e-04	2.962067e+01	3.744055e-03
1.071569e+01	5.099440e-04	3.476402e-04	2.943857e+01	3.721037e-03
1.074866e+01	5.068089e-04	3.455030e-04	2.925758e+01	3.698161e-03
1.078173e+01	5.036931e-04	3.433788e-04	2.907771e+01	3.675424e-03
1.081490e+01	5.005963e-04	3.412677e-04	2.889893e+01	3.652827e-03
1.084818e+01	4.975185e-04	3.391695e-04	2.872126e+01	3.630369e-03
1.088156e+01	4.944596e-04	3.370842e-04	2.854467e+01	3.608048e-03
1.091504e+01	4.914195e-04	3.350116e-04	2.836917e+01	3.585865e-03
1.094862e+01	4.883980e-04	3.329518e-04	2.819474e+01	3.563817e-03
1.098231e+01	4.853950e-04	3.309046e-04	2.802138e+01	3.541904e-03
1.101610e+01	4.824104e-04	3.288700e-04	2.784908e+01	3.520126e-03
1.105000e+01	4.794441e-04	3.268478e-04	2.767784e+01	3.498481e-03
1.108400e+01	4.764961e-04	3.248380e-04	2.750765e+01	3.476969e-03
1.111810e+01	4.735661e-04	3.228406e-04	2.733851e+01	3.455589e-03
1.115231e+01	4.706540e-04	3.208554e-04	2.717040e+01	3.434340e-03
1.118663e+01	4.677598e-04	3.188823e-04	2.700332e+01	3.413221e-03
1.122105e+01	4.648834e-04	3.169214e-04	2.683726e+01	3.392232e-03
1.125557e+01	4.620246e-04	3.149725e-04	2.667223e+01	3.371372e-03
1.129020e+01	4.591834e-04	3.130356e-04	2.650821e+01	3.350639e-03
1.132494e+01	4.563595e-04	3.111105e-04	2.634519e+01	3.330034e-03
1.135979e+01	4.535530e-04	3.091972e-04	2.618317e+01	3.309555e-03
1.139474e+01	4.507637e-04	3.072957e-04	2.602215e+01	3.289201e-03
1.142980e+01	4.479915e-04	3.054058e-04	2.586211e+01	3.268972e-03
1.146497e+01	4.452363e-04	3.035275e-04	2.570305e+01	3.248868e-03
1.150025e+01	4.424979e-04	3.016607e-04	2.554497e+01	3.228886e-03
1.153563e+01	4.397764e-04	2.998054e-04	2.538786e+01	3.209028e-03
1.157112e+01	4.370716e-04	2.979615e-04	2.523172e+01	3.189291e-03
1.160673e+01	4.343833e-04	2.961288e-04	2.507653e+01	3.169675e-03
1.164244e+01	4.317116e-04	2.943074e-04	2.492229e+01	3.150179e-03
1.167826e+01	4.290562e-04	2.924972e-04	2.476900e+01	3.130803e-03
1.171420e+01	4.264171e-04	2.906981e-04	2.461664e+01	3.111546e-03
1.175024e+01	4.237942e-04	2.889100e-04	2.446523e+01	3.092406e-03
1.178639e+01	4.211874e-04	2.871329e-04	2.431474e+01	3.073385e-03
1.182266e+01	4.185966e-04	2.853667e-04	2.416517e+01	3.054480e-03
1.185904e+01	4.160217e-04	2.836113e-04	2.401652e+01	3.035690e-03
1.189552e+01	4.134625e-04	2.818667e-04	2.386879e+01	3.017016e-03
1.193213e+01	4.109191e-04	2.801327e-04	2.372196e+01	2.998457e-03
1.196884e+01	4.083912e-04	2.784094e-04	2.357603e+01	2.980011e-03
1.200567e+01	4.058789e-04	2.766967e-04	2.343099e+01	2.961679e-03
1.204261e+01	4.033820e-04	2.749945e-04	2.328685e+01	2.943459e-03
1.207966e+01	4.009004e-04	2.733027e-04	2.314359e+01	2.925351e-03
1.211683e+01	3.984340e-04	2.716213e-04	2.300120e+01	2.907354e-03
1.215411e+01	3.959827e-04	2.699503e-04	2.285969e+01	2.889467e-03
1.219151e+01	3.935465e-04	2.682894e-04	2.271905e+01	2.871690e-03
1.222902e+01	3.911252e-04	2.666388e-04	2.257927e+01	2.854022e-03
1.226665e+01	3.887187e-04	2.649983e-04	2.244035e+01	2.836462e-03
1.230439e+01	3.863271e-04	2.633678e-04	2.230228e+01	2.819010e-03
1.234225e+01	3.839501e-04	2.617473e-04	2.216506e+01	2.801665e-03
1.238022e+01	3.815876e-04	2.601368e-04	2.202868e+01	2.784427e-03
1.241832e+01	3.792397e-04	2.585362e-04	2.189314e+01	2.767294e-03
1.245653e+01	3.769062e-04	2.569454e-04	2.175843e+01	2.750267e-03
1.249485e+01	3.745870e-04	2.553643e-04	2.162454e+01	2.733343e-03
1.253330e+01	3.722820e-04	2.537930e-04	2.149148e+01	2.716524e-03
1.257186e+01	3.699911e-04	2.522312e-04	2.135923e+01	2.699808e-03
1.261054e+01	3.677144e-04	2.506791e-04	2.122779e+01	2.683194e-03
1.264935e+01	3.654515e-04	2.491365e-04	2.109716e+01	2.666682e-03
1.268827e+01	3.632026e-04	2.476033e-04	2.096733e+01	2.650272e-03
1.272731e+01	3.609674e-04	2.460796e-04	2.083830e+01	2.633962e-03
1.276647e+01	3.587460e-04	2.445652e-04	2.071006e+01	2.617753e-03
1.280575e+01	3.565382e-04	2.430601e-04	2.058260e+01	2.601642e-03
1.284515e+01	3.543440e-04	2.415642e-04	2.045593e+01	2.585631e-03
1.288467e+01	3.521632e-04	2.400775e-04	2.033003e+01	2.569718e-03
1.292432e+01	3.499957e-04	2.385999e-04	2.020491e+01	2.553902e-03
1.296408e+01	3.478416e-04	2.371314e-04	2.008056e+01	2.538184e-03
1.300397e+01	3.457007e-04	2.356719e-04	1.995696e+01	2.522562e-03
1.304398e+01	3.435729e-04	2.342214e-04	1.983413e+01	2.507035e-03
1.308412e+01	3.414582e-04	2.327797e-04	1.971205e+01	2.491604e-03
1.312438e+01	3.393565e-04	2.313469e-04	1.959072e+01	2.476268e-03
1.316476e+01	3.372677e-04	2.299229e-04	1.947013e+01	2.461026e-03
1.320527e+01	3.351916e-04	2.285076e-04	1.935028e+01	2.445877e-03
1.324590e+01	3.331283e-04	2.271010e-04	1.923117e+01	2.430822e-03
1.328665e+01	3.310777e-04	2.257031e-04	1.911279e+01	2.415858e-03
1.332754e+01	3.290397e-04	2.243137e-04	1.899514e+01	2.400987e-03
1.336854e+01	3.270141e-04	2.229328e-04	1.887821e+01	2.386207e-03
1.340968e+01	3.250010e-04	2.215605e-04	1.876199e+01	2.371517e-03
1.345094e+01	3.230003e-04	2.201965e-04	1.864649e+01	2.356918e-03
1.349232e+01	3.210118e-04	2.188409e-04	1.853170e+01	2.342408e-03
1.353384e+01	3.190355e-04	2.174936e-04	1.841761e+01	2.327987e-03
1.357548e+01	3.170714e-04	2.161546e-04	1.830422e+01	2.313655e-03
1.361725e+01	3.151193e-04	2.148238e-04	1.819153e+01	2.299410e-03
1.365915e+01	3.131791e-04	2.135012e-04	1.807953e+01	2.285253e-03
1.370118e+01	3.112509e-04	2.121867e-04	1.796821e+01	2.271183e-03
1.374333e+01	3.093345e-04	2.108803e-04	1.785758e+01	2.257199e-03
1.378562e+01	3.074299e-04	2.095819e-04	1.774763e+01	2.243301e-03
1.382804e+01	3.055370e-04	2.082914e-04	1.763835e+01	2.229489e-03
1.387058e+01	3.036557e-04	2.070089e-04	1.752974e+01	2.215761e-03
1.391326e+01	3.017859e-04	2.057342e-04	1.742180e+01	2.202117e-03
1.395607e+01	2.999276e-04	2.044674e-04	1.731453e+01	2.188557e-03
1.399901e+01	2.980807e-04	2.032083e-04	1.720791e+01	2.175081e-03
1.404209e+01	2.962452e-04	2.019569e-04	1.710194e+01	2.161687e-03
1.408529e+01	2.944209e-04	2.007133e-04	1.699663e+01	2.148375e-03
1.412863e+01	2.926078e-04	1.994773e-04	1.689196e+01	2.135145e-03
1.417210e+01	2.908058e-04	1.982488e-04	1.678793e+01	2.121996e-03
1.421571e+01	2.890149e-04	1.970279e-04	1.668455e+01	2.108928e-03
1.425945e+01	2.872350e-04	1.958145e-04	1.658179e+01	2.095940e-03
1.430332e+01	2.854660e-04	1.946086e-04	1.647967e+01	2.083032e-03
1.434733e+01	2.837079e-04	1.934100e-04	1.637818e+01	2.070203e-03
1.439148e+01	2.819605e-04	1.922188e-04	1.627730e+01	2.057452e-03
1.443576e+01	2.802239e-04	1.910349e-04	1.617705e+01	2.044780e-03
1.448018e+01	2.784979e-04	1.898583e-04	1.607741e+01	2.032186e-03
1.452473e+01	2.767826e-04	1.886889e-04	1.597839e+01	2.019669e-03
1.456942e+01	2.750777e-04	1.875267e-04	1.587997e+01	2.007229e-03
1.461425e+01	2.733834e-04	1.863716e-04	1.578215e+01	1.994865e-03
1.465922e+01	2.716994e-04	1.852236e-04	1.568494e+01	1.982578e-03
1.470432e+01	2.700258e-04	1.840826e-04	1.558832e+01	1.970365e-03
1.474956e+01	2.683624e-04	1.829487e-04	1.549230e+01	1.958228e-03
1.479495e+01	2.667093e-04	1.818217e-04	1.539687e+01	1.946165e-03
1.484047e+01	2.650663e-04	1.807016e-04	1.530202e+01	1.934176e-03
1.488613e+01	2.634334e-04	1.795884e-04	1.520775e+01	1.922261e-03
1.493193e+01	2.618105e-04	1.784820e-04	1.511406e+01	1.910418e-03
1.497788e+01	2.601975e-04	1.773825e-04	1.502095e+01	1.898649e-03
1.502396e+01	2.585945e-04	1.762897e-04	1.492841e+01	1.886952e-03
1.507019e+01	2.570013e-04	1.752035e-04	1.483643e+01	1.875326e-03
1.511656e+01	2.554179e-04	1.741241e-04	1.474503e+01	1.863772e-03
1.516307e+01	2.538442e-04	1.730513e-04	1.465418e+01	1.852289e-03
1.520973e+01	2.522802e-04	1.719851e-04	1.456389e+01	1.840877e-03
1.525653e+01	2.507258e-04	1.709254e-04	1.447415e+01	1.829534e-03
1.530347e+01	2.491809e-04	1.698722e-04	1.438497e+01	1.818261e-03
1.535056e+01	2.476455e-04	1.688255e-04	1.429633e+01	1.807058e-03
1.539779e+01	2.461195e-04	1.677852e-04	1.420824e+01	1.795923e-03
1.544516e+01	2.446029e-04	1.667513e-04	1.412069e+01	1.784856e-03
1.549269e+01	2.430957e-04	1.657237e-04	1.403367e+01	1.773857e-03
1.554036e+01	2.415976e-04	1.647025e-04	1.394719e+01	1.762926e-03
1.558817e+01	2.401088e-04	1.636875e-04	1.386125e+01	1.752062e-03
1.563614e+01	2.386291e-04	1.626788e-04	1.377582e+01	1.741265e-03
1.568425e+01	2.371585e-04	1.616762e-04	1.369093e+01	1.730534e-03
1.573250e+01	2.356969e-04	1.606799e-04	1.360655e+01	1.719869e-03
1.578091e+01	2.342443e-04	1.596896e-04	1.352269e+01	1.709270e-03
1.582947e+01	2.328006e-04	1.587054e-04	1.343935e+01	1.698735e-03
1.587817e+01	2.313658e-04	1.577272e-04	1.335652e+01	1.688265e-03
1.592703e+01	2.299398e-04	1.567551e-04	1.327420e+01	1.677860e-03
1.597603e+01	2.285225e-04	1.557889e-04	1.319238e+01	1.667518e-03
1.602519e+01	2.271140e-04	1.548287e-04	1.311107e+01	1.657240e-03
1.607450e+01	2.257141e-04	1.538743e-04	1.303025e+01	1.647025e-03
1.612396e+01	2.243228e-04	1.529259e-04	1.294993e+01	1.636873e-03
1.617357e+01	2.229400e-04	1.519832e-04	1.287011e+01	1.626783e-03
1.622333e+01	2.215658e-04	1.510463e-04	1.279077e+01	1.616755e-03
1.627325e+01	2.201999e-04	1.501152e-04	1.271193e+01	1.606788e-03
1.632332e+01	2.188425e-04	1.491898e-04	1.263356e+01	1.596883e-03
1.637355e+01	2.174934e-04	1.482701e-04	1.255568e+01	1.587039e-03
1.642393e+01	2.161525e-04	1.473560e-04	1.247828e+01	1.577255e-03
1.647446e+01	2.148200e-04	1.464476e-04	1.240135e+01	1.567531e-03
1.652515e+01	2.134956e-04	1.455447e-04	1.232489e+01	1.557867e-03
1.657600e+01	2.121793e-04	1.446474e-04	1.224890e+01	1.548262e-03
1.662700e+01	2.108711e-04	1.437555e-04	1.217338e+01	1.538716e-03
1.667816e+01	2.095710e-04	1.428692e-04	1.209833e+01	1.529229e-03
1.672948e+01	2.082788e-04	1.419883e-04	1.202373e+01	1.519800e-03
1.678095e+01	2.069946e-04	1.411128e-04	1.194959e+01	1.510429e-03
1.683258e+01	2.057182e-04	1.402427e-04	1.187591e+01	1.501116e-03
1.688438e+01	2.044497e-04	1.393779e-04	1.180268e+01	1.491860e-03
1.693633e+01	2.031890e-04	1.385185e-04	1.172990e+01	1.482660e-03
1.698844e+01	2.019360e-04	1.376643e-04	1.165757e+01	1.473518e-03
1.704071e+01	2.006908e-04	1.368154e-04	1.158568e+01	1.464431e-03
1.709314e+01	1.994531e-04	1.359717e-04	1.151423e+01	1.455400e-03
1.714573e+01	1.982231e-04	1.351331e-04	1.144323e+01	1.446425e-03
1.719849e+01	1.970006e-04	1.342997e-04	1.137265e+01	1.437504e-03
1.725141e+01	1.957857e-04	1.334715e-04	1.130252e+01	1.428639e-03
1.730449e+01	1.945782e-04	1.326483e-04	1.123281e+01	1.419828e-03
1.735773e+01	1.933781e-04	1.318302e-04	1.116353e+01	1.411071e-03
1.741114e+01	1.921854e-04	1.310171e-04	1.109468e+01	1.402368e-03
1.746471e+01	1.910000e-04	1.302090e-04	1.102624e+01	1.393718e-03
1.751845e+01	1.898219e-04	1.294059e-04	1.095823e+01	1.385122e-03
1.757235e+01	1.886511e-04	1.286077e-04	1.089064e+01	1.376578e-03
1.762642e+01	1.874874e-04	1.278144e-04	1.082346e+01	1.368087e-03
1.768065e+01	1.863309e-04	1.270259e-04	1.075670e+01	1.359648e-03
1.773506e+01	1.851815e-04	1.262423e-04	1.069035e+01	1.351260e-03
1.778962e+01	1.840391e-04	1.254636e-04	1.062440e+01	1.342925e-03
1.784436e+01	1.829038e-04	1.246896e-04	1.055886e+01	1.334640e-03
1.789927e+01	1.817754e-04	1.239204e-04	1.049372e+01	1.326407e-03
1.795434e+01	1.806540e-04	1.231559e-04	1.042898e+01	1.318224e-03
1.800958e+01	1.795395e-04	1.223961e-04	1.036464e+01	1.310091e-03
1.806500e+01	1.784318e-04	1.216409e-04	1.030069e+01	1.302008e-03
1.812058e+01	1.773309e-04	1.208904e-04	1.023714e+01	1.293975e-03
1.817634e+01	1.762368e-04	1.201445e-04	1.017398e+01	1.285991e-03
1.823226e+01	1.751494e-04	1.194032e-04	1.011120e+01	1.278057e-03
1.828836e+01	1.740686e-04	1.186665e-04	1.004881e+01	1.270171e-03
1.834463e+01	1.729946e-04	1.179343e-04	9.986807e+00	1.262333e-03
1.840108e+01	1.719271e-04	1.172065e-04	9.925183e+00	1.254544e-03
1.845769e+01	1.708662e-04	1.164833e-04	9.863937e+00	1.246802e-03
1.851449e+01	1.698118e-04	1.157645e-04	9.803068e+00	1.239108e-03
1.857145e+01	1.687639e-04	1.150501e-04	9.742572e+00	1.231462e-03
1.862860e+01	1.677224e-04	1.143401e-04	9.682448e+00	1.223862e-03
1.868591e+01	1.666873e-04	1.136345e-04	9.622694e+00	1.216309e-03
1.874341e+01	1.656586e-04	1.129331e-04	9.563307e+00	1.208803e-03
1.880108e+01	1.646362e-04	1.122362e-04	9.504285e+00	1.201342e-03
1.885893e+01	1.636200e-04	1.115434e-04	9.445625e+00	1.193928e-03
1.891696e+01	1.626102e-04	1.108550e-04	9.387326e+00	1.186559e-03
1.897516e+01	1.616065e-04	1.101708e-04	9.329386e+00	1.179235e-03
1.903354e+01	1.606090e-04	1.094908e-04	9.271801e+00	1.171956e-03
1.909211e+01	1.596176e-04	1.088149e-04	9.214570e+00	1.164722e-03
1.915085e+01	1.586324e-04	1.081432e-04	9.157691e+00	1.157533e-03
1.920978e+01	1.576531e-04	1.074757e-04	9.101162e+00	1.150387e-03
1.926888e+01	1.566799e-04	1.068122e-04	9.044979e+00	1.143286e-03
1.932817e+01	1.557127e-04	1.061528e-04	8.989143e+00	1.136228e-03
1.938764e+01	1.547514e-04	1.054975e-04	8.933649e+00	1.129214e-03
1.944730e+01	1.537961e-04	1.048462e-04	8.878496e+00	1.122243e-03
1.950713e+01	1.528466e-04	1.041989e-04	8.823683e+00	1.115314e-03
1.956715e+01	1.519029e-04	1.035556e-04	8.769206e+00	1.108428e-03
1.962736e+01	1.509650e-04	1.029162e-04	8.715064e+00	1.101585e-03
1.968775e+01	1.500329e-04	1.022808e-04	8.661255e+00	1.094783e-03
1.974833e+01	1.491066e-04	1.016493e-04	8.607777e+00	1.088024e-03
1.980909e+01	1.481859e-04	1.010216e-04	8.554627e+00	1.081305e-03
1.987004e+01	1.472709e-04	1.003979e-04	8.501804e+00	1.074629e-03
1.993118e+01	1.463615e-04	9.977790e-05	8.449305e+00	1.067993e-03
1.999251e+01	1.454577e-04	9.916176e-05	8.397130e+00	1.061398e-03
2.005402e+01	1.445594e-04	9.854940e-05	8.345275e+00	1.054843e-03
2.011573e+01	1.436667e-04	9.794081e-05	8.293739e+00	1.048329e-03
2.017762e+01	1.427795e-04	9.733596e-05	8.242519e+00	1.041855e-03
2.023970e+01	1.418977e-04	9.673483e-05	8.191615e+00	1.035421e-03
2.030198e+01	1.410213e-04	9.613739e-05	8.141023e+00	1.029026e-03
2.036445e+01	1.401504e-04	9.554363e-05	8.090743e+00	1.022670e-03
2.042710e+01	1.392847e-04	9.495352e-05	8.040771e+00	1.016354e-03
2.048996e+01	1.384244e-04	9.436703e-05	7.991107e+00	1.010076e-03
2.055300e+01	1.375694e-04	9.378415e-05	7.941748e+00	1.003837e-03
2.061624e+01	1.367197e-04	9.320485e-05	7.892692e+00	9.976369e-04
2.067967e+01	1.358751e-04	9.262912e-05	7.843938e+00	9.914744e-04
2.074330e+01	1.350358e-04	9.205692e-05	7.795484e+00	9.853498e-04
2.080713e+01	1.342016e-04	9.148824e-05	7.747328e+00	9.792628e-04
2.087115e+01	1.333726e-04	9.092306e-05	7.699468e+00	9.732133e-04
