# Step Temp Density
800 222.70066925573601679 1.100244236320149005
900 286.82711669758691642 1.100244236320149005
1000 268.39500200750995873 1.100244236320149227
1100 284.5899320303587956 1.100244236320149005
1200 312.19884593330590405 1.100244236320149005
1300 326.90661481263867927 1.100244236320149005
1400 349.45148699544398596 1.100244236320149005
1500 370.26752720745059833 1.100244236320149005
1600 390.24235459831027129 1.100244236320149005
1700 414.03584634244862173 1.100244236320149005
1800 434.61345846117637848 1.100244236320149005
1900 455.13654432465159516 1.100244236320149005
2000 470.8061661838390819 1.100244236320149005
2100 486.4874550826103814 1.100244236320149005
2200 497.74578458439185624 1.100244236320149005
2300 506.76636261806993389 1.100244236320149005
2400 506.34053731286564926 1.100244236320149005
2500 500.43602421580567352 1.100244236320149005
2600 495.03403041533289297 1.100244236320149005
2700 494.30515189134280263 1.100244236320149005
2800 497.66755953827401981 1.100244236320149005
2900 503.2030121485777272 1.100244236320149005
3000 503.27838174022099338 1.100244236320149005
3100 502.05389232766026453 1.100244236320149005
3200 498.27467465647163181 1.100244236320149005
3300 495.48399547989203029 1.100244236320149005
3400 497.31046932778934888 1.1002442363201487829
3500 501.63475099366360155 1.100244236320149005
3600 503.57934234061372081 1.100244236320149005
3700 501.61326749479462705 1.100244236320149005
3800 498.66030541060735004 1.100244236320149005
3900 498.34342468118728675 1.100244236320149005
4000 496.96382007612845655 1.100244236320149005
4100 499.23317026854078904 1.100244236320149005
4200 501.96094388111777107 1.100244236320149005
4300 503.44704725028935854 1.100244236320149005
4400 499.14213301105274923 1.100244236320149005
4500 497.98906024271940396 1.100244236320149005
4600 498.22748173266211325 1.100244236320149005
4700 499.22245488314888462 1.100244236320149005
4800 502.07976818744646152 1.100244236320149005
4900 501.9350988088659733 1.100244236320149005
5000 500.08366043733389006 1.100244236320149005
5100 498.09699183032080327 1.100244236320149005
5200 498.33004439646680339 1.100244236320149005
5300 499.55670355192262377 1.100244236320149005
5400 501.15902506312858122 1.100244236320149005
5500 501.99967231585503669 1.100244236320149005
5600 500.52371381947460804 1.100244236320149005
5700 498.57187225637920847 1.100244236320149005
5800 497.84617583768408622 1.100244236320149005
5900 498.86487201934778568 1.100244236320149005
6000 502.02082777885254927 1.100244236320149005
6100 502.46816554254979792 1.100244236320149005
6200 500.79394940397912706 1.100244236320149005
6300 498.07627003234966878 1.100244236320149005
6400 498.02389969584078244 1.100244236320149005
6500 498.96138597515368929 1.100244236320149005
6600 500.19523518231375192 1.100244236320149005
6700 502.17983641652483584 1.100244236320149005
6800 502.43751186893808836 1.100244236320149005
6900 500.33155550715753179 1.100244236320149005
7000 497.94517912226928047 1.100244236320149005
7100 498.27586762498054895 1.100244236320149005
7200 501.63084940310278625 1.100244236320149005
7300 501.2400761234674178 1.100244236320149005
7400 501.18310985745921471 1.100244236320149005
7500 499.88052296625954796 1.100244236320149005
7600 498.87909643882869659 1.100244236320149005
7700 498.13468872449846003 1.100244236320149005
7800 498.92119293643844458 1.100244236320149005
7900 501.09975204443094299 1.100244236320149005
8000 501.1180629658205703 1.100244236320149005
8100 501.03449577432530759 1.100244236320149005
8200 499.24716825281029742 1.100244236320149005
8300 497.99497276606393825 1.100244236320149005
8400 497.98141899252027542 1.100244236320149005
8500 501.47712031377540143 1.100244236320149005
8600 501.98880564149743577 1.100244236320149005
8700 500.93555019808263751 1.100244236320149005
8800 499.20546679737157092 1.100244236320149005
8900 499.05878923139715653 1.100244236320149005
9000 497.93083192804738246 1.100244236320149005
9100 501.41260293667909309 1.100244236320149005
9200 500.76623478445947057 1.100244236320149005
9300 502.32395215186227233 1.100244236320149005
9400 499.9896858212105144 1.100244236320149005
9500 499.04892830483885291 1.100244236320149005
9600 498.42299064649415641 1.100244236320149005
9700 498.94318336817480031 1.100244236320149005
9800 500.92886419068844361 1.100244236320149005
9900 501.29176523719473835 1.100244236320149005
10000 500.09221090633604945 1.100244236320149005
10100 499.15097933358850923 1.100244236320149005
10200 499.3221168868078621 1.100244236320149005
10300 498.58050506153426795 1.100244236320149005
10400 499.8079617002276791 1.100244236320149005
10500 502.94595906434034305 1.100244236320149005
10600 501.5836358938948365 1.100244236320149005
10700 499.96540190785685809 1.100244236320149005
10800 498.46803227691378879 1.100244236320149005
10900 499.54855724872510336 1.100244236320149005
11000 500.20037242564706048 1.100244236320149005
11100 501.10121563597374461 1.100244236320149005
11200 501.42822599692925678 1.100244236320149005
11300 499.66788099853062022 1.100244236320149005
11400 500.01232140987019648 1.100244236320149005
11500 499.61200021472996013 1.100244236320149005
11600 500.3705902253923341 1.100244236320149005
11700 499.6498251149406542 1.100244236320149005
11800 500.68744162408063403 1.100244236320149005
11900 500.54997443735845764 1.100244236320149005
12000 499.79976561883444219 1.100244236320149005
12100 499.14867789143659138 1.100244236320149005
12200 501.1951829668037135 1.100244236320149005
12300 500.12021957823162666 1.100244236320149005
12400 500.64608409581620663 1.100244236320149005
12500 500.50979207334847843 1.100244236320149005
12600 500.19871584610854143 1.100244236320149005
12700 498.85704751300204407 1.100244236320149005
12800 499.91696673967101106 1.100244236320149005
12900 500.03507422869483889 1.100244236320149005
13000 500.32075007232822372 1.100244236320149005
13100 500.53313903617532787 1.100244236320149005
13200 499.64898386100622929 1.100244236320149005
13300 499.24024037098183726 1.100244236320149005
13400 500.27725768906680059 1.100244236320149005
13500 500.52038828076013033 1.100244236320149005
13600 499.52802854953506539 1.100244236320149005
13700 498.79149763626287495 1.100244236320149005
13800 500.27913520769448041 1.100244236320149005
13900 499.71717741315165995 1.100244236320149005
14000 501.1145539583829418 1.100244236320149005
14100 499.07684745075221144 1.100244236320149005
14200 498.07515203390897796 1.100244236320149005
14300 499.02656100885553769 1.100244236320149005
14400 499.78586678517018527 1.100244236320149005
14500 500.4201637040357582 1.100244236320149005
14600 500.32036094096247325 1.100244236320149005
14700 498.88460530409952298 1.100244236320149005
14800 499.48123102669461559 1.100244236320149005
14900 499.33119308906935885 1.100244236320149005
15000 499.0796340313910946 1.100244236320149005
15100 499.26573844772178745 1.100244236320149005
15200 499.52901223071222603 1.100244236320149005
15300 500.41934787710755472 1.100244236320149005
15400 498.69518301314576547 1.100244236320149005
15500 499.45987775927829944 1.100244236320149005
15600 499.54921499736354917 1.100244236320149005
15700 500.87238600044662462 1.100244236320149005
15800 500.12542854724676999 1.100244236320149005
15900 500.38701375618370548 1.100244236320149005
16000 500.50063497203512952 1.100244236320149005
16100 500.14457015871175827 1.100244236320149005
16200 501.06537748116971898 1.100244236320149005
16300 499.38574481484613443 1.100244236320149227
16400 499.96245798608504174 1.100244236320149005
16500 499.84170317021903429 1.100244236320149005
16600 500.24474405939281496 1.100244236320149005
16700 500.3978225418936745 1.100244236320149005
16800 500.90515594917064846 1.100244236320149005
16900 500.74848675484946625 1.100244236320149005
17000 498.40697526202563949 1.100244236320149005
17100 501.12931794255007389 1.100244236320149005
17200 500.64357304125394421 1.100244236320149005
17300 499.83289023445894372 1.100244236320149005
17400 499.6341014309524553 1.100244236320149005
17500 499.4727804980215069 1.100244236320149005
17600 499.08895570756794768 1.100244236320149005
17700 500.62330147802208558 1.100244236320149005
17800 500.11596246098491747 1.100244236320149005
17900 501.01648930824978834 1.100244236320149005
18000 499.70273228589763903 1.100244236320149005
18100 500.13099698516612079 1.100244236320149005
18200 498.88724288994404787 1.100244236320149005
18300 499.70562316471819031 1.100244236320149005
18400 500.61932527943230298 1.100244236320149005
18500 500.53593404229957287 1.100244236320149005
18600 500.45881432039510628 1.100244236320149005
18700 499.52522146678580839 1.100244236320149005
18800 498.79425172873993688 1.100244236320149005
18900 500.03433968105298391 1.100244236320149005
19000 500.94635277981979016 1.100244236320149005
19100 501.26724411860175223 1.100244236320149005
19200 500.8477420429192648 1.100244236320149005
19300 499.62844280064172153 1.100244236320149005
19400 500.03159443379178128 1.100244236320149005
19500 499.08057108908889177 1.100244236320149005
19600 500.13450183593846532 1.100244236320149005
19700 500.95461958269777369 1.100244236320149005
19800 499.88986672850904824 1.100244236320149005
19900 499.43602575978684399 1.100244236320149005
20000 499.22362511189794532 1.100244236320149005
20100 499.474196210841626 1.100244236320149005
20200 499.96449738829733178 1.100244236320149005
20300 500.13074944410118405 1.100244236320149005
20400 499.85004384941657918 1.100244236320149005
20500 499.96108412078251604 1.100244236320149005
20600 499.08632163882089117 1.100244236320149005
20700 499.55470197732569204 1.100244236320149005
