# Step Temp Density
200 381.84041639971525228 1.3844576408558038061
300 283.92336653541343594 1.3844576408558038061
400 285.13950571288870606 1.3844576408558038061
500 316.28054690091738621 1.3844576408558038061
600 344.81976433927701464 1.3844576408558038061
700 384.48436668823620721 1.3844576408558038061
800 407.5197136585785529 1.3844576408558038061
900 444.78940087235065448 1.3844576408558038061
1000 465.64843909217063356 1.3844576408558038061
1100 493.74503851571370205 1.3844576408558038061
1200 502.93604578940380634 1.3844576408558038061
1300 518.58750429918336522 1.3844576408558038061
1400 507.17446769964465147 1.3844576408558038061
1500 499.82775810598690214 1.3844576408558038061
1600 489.46835301444519928 1.3844576408558038061
1700 498.58085013712081945 1.3844576408558038061
1800 500.96512391158205446 1.3844576408558038061
1900 507.69359150263352376 1.3844576408558038061
2000 504.83203131892696547 1.3844576408558038061
2100 496.88830412367769895 1.3844576408558038061
2200 494.53958280573056072 1.3844576408558038061
2300 500.18562092924304352 1.3844576408558038061
2400 501.05957363984015274 1.3844576408558038061
2500 499.67592561968172049 1.3844576408558038061
2600 507.77032415074160099 1.3844576408558038061
2700 504.61947884274667331 1.3844576408558038061
2800 497.29203214426962631 1.3844576408558038061
2900 498.73606701366622929 1.3844576408558038061
3000 500.05370881276849104 1.3844576408558038061
3100 499.76244143371735618 1.3844576408558038061
3200 506.73359235538345047 1.3844576408558038061
3300 501.98038905330679427 1.3844576408558038061
3400 496.90956518821519694 1.3844576408558038061
3500 496.173090574679577 1.3844576408558038061
3600 503.21855684627769278 1.3844576408558038061
3700 500.20918604995489432 1.3844576408558038061
3800 503.98863196738227543 1.3844576408558038061
3900 499.91149845220735415 1.3844576408558038061
4000 502.25249061031831843 1.3844576408558038061
4100 499.68873885592779516 1.3844576408558038061
4200 496.65617499232456566 1.3844576408558038061
4300 500.59812324592809318 1.3844576408558038061
4400 506.9348974714760061 1.3844576408558038061
4500 500.66687741167697823 1.3844576408558038061
4600 498.8142011716351476 1.3844576408558038061
4700 502.02894395952154127 1.3844576408558038061
4800 500.11624260166200884 1.3844576408558038061
4900 496.96218012533068986 1.3844576408558038061
5000 499.92658994879582224 1.3844576408558038061
5100 501.45920145012877356 1.3844576408558038061
5200 499.15635210903172947 1.3844576408558038061
5300 496.15694786052438303 1.3844576408558038061
5400 498.90682373922197712 1.3844576408558038061
5500 498.18316633004729965 1.3844576408558038061
5600 504.00438744327107088 1.3844576408558038061
5700 501.97021978806134257 1.3844576408558038061
5800 496.09824534822212172 1.3844576408558038061
5900 497.54103918657420991 1.3844576408558038061
6000 505.28065284633510146 1.3844576408558038061
6100 501.25174243473190927 1.3844576408558038061
6200 498.0836825205847731 1.3844576408558038061
6300 498.79664462444770834 1.3844576408558038061
6400 502.46752189150862478 1.3844576408558038061
6500 495.63157343625090334 1.3844576408558038061
6600 500.52555108850611987 1.3844576408558038061
6700 501.36248109317688204 1.3844576408558038061
6800 500.13091623909957661 1.3844576408558038061
6900 501.88530974566850773 1.3844576408558038061
7000 498.00193808162305231 1.3844576408558038061
7100 500.10881787275252464 1.3844576408558038061
7200 501.06364927715594604 1.3844576408558038061
7300 501.43902401724386664 1.3844576408558038061
7400 500.43871247176622319 1.3844576408558038061
7500 498.20078005769687479 1.3844576408558038061
7600 502.79459159993751882 1.3844576408558038061
7700 498.09974573158939393 1.3844576408558038061
7800 500.01286234565799305 1.3844576408558038061
7900 504.77378052488148796 1.3844576408558038061
8000 500.48773096155701978 1.3844576408558038061
8100 495.67953664048781093 1.3844576408558038061
8200 497.59769908461072419 1.3844576408558038061
8300 500.09495570677188425 1.3844576408558038061
8400 505.23845695010021473 1.3844576408558038061
8500 503.03816361015162784 1.3844576408558038061
8600 506.74929072219424597 1.3844576408558038061
8700 493.85829321166335149 1.3844576408558038061
8800 499.51986303801726308 1.3844576408558038061
8900 494.2444050000596576 1.3844576408558038061
9000 505.00563804929231537 1.3844576408558038061
9100 505.56243762445137691 1.3844576408558038061
9200 501.39498684550000007 1.3844576408558038061
9300 497.93479077269068966 1.3844576408558038061
9400 494.40560106948487373 1.3844576408558038061
9500 499.9405476179557013 1.3844576408558038061
9600 496.98055878935088003 1.3844576408558038061
9700 499.21521336207746344 1.3844576408558038061
9800 500.84175595965263028 1.3844576408558038061
9900 500.66481854244528904 1.3844576408558038061
10000 501.74855731030675088 1.3844576408558038061
10100 500.08293228568800259 1.3844576408558038061
10200 505.78359008453736578 1.3844576408558038061
10300 500.76996601605287651 1.3844576408558038061
10400 496.4323933572023293 1.3844576408558038061
10500 502.92441748337097351 1.3844576408558038061
10600 499.09423166455763976 1.3844576408558038061
10700 500.9278466029138599 1.3844576408558038061
10800 500.62996627254955229 1.3844576408558038061
10900 497.87324666677960749 1.3844576408558038061
11000 499.61744435929290375 1.3844576408558038061
11100 498.35964387975394629 1.3844576408558038061
11200 498.75853636458913343 1.3844576408558038061
11300 497.35917912680872632 1.3844576408558038061
11400 503.87529723853282349 1.3844576408558038061
11500 504.04482757180977615 1.3844576408558038061
11600 497.96386694762082925 1.3844576408558038061
11700 497.89521313823598803 1.3844576408558038061
11800 498.06759294305317098 1.3844576408558038061
11900 501.55642839439110503 1.3844576408558038061
12000 501.97321867408970775 1.3844576408558038061
12100 499.68613676302658178 1.3844576408558038061
12200 502.38992878822944022 1.3844576408558038061
12300 498.06399001354083111 1.3844576408558038061
12400 498.25366638349197501 1.3844576408558038061
12500 496.88494864642262883 1.3844576408558038061
12600 501.62581512275022533 1.3844576408558038061
12700 497.60267211146293675 1.3844576408558038061
12800 500.1683497032872765 1.3844576408558038061
12900 498.63988154920474472 1.3844576408558038061
13000 506.09087024164392687 1.3844576408558038061
13100 501.6993367671744295 1.3844576408558038061
13200 498.83479463803752196 1.3844576408558038061
13300 496.58975349772788377 1.3844576408558038061
13400 496.64797816926727592 1.3844576408558038061
13500 502.0732410420473002 1.3844576408558038061
13600 503.44605875576257858 1.3844576408558038061
13700 502.04757918174863107 1.3844576408558038061
13800 499.15769272978991467 1.3844576408558038061
13900 499.05815714365684244 1.3844576408558038061
14000 494.49480908481859842 1.3844576408558038061
14100 497.79040066357356409 1.3844576408558038061
14200 502.98393378114838015 1.3844576408558038061
14300 499.55357315133102247 1.3844576408558038061
14400 502.94894568891942299 1.3844576408558038061
14500 495.64259010927509053 1.3844576408558038061
14600 502.16784715347131396 1.3844576408558038061
